Research Title,Review Type
Invasive Surgery for Emergency Room Patients using Longitudinal Physiological Monitoring,Full
High-Risk Intervention in Emergency Room Patients,Full
Public Observation of Standard Educational Practices using Data Mining,Exempt
Secondary Data Study on Anonymized Medical Records using Curriculum Evaluation,Exempt
De-identified Data Analysis of Public Records,Exempt
Behavioral Observation of Nursing Staff using Strength Testing,Expedited
Data Mining: A Secondary Data Study on Standard Educational Practices,Exempt
Behavioral Observation of Healthy Adults using Video Recording Analysis,Expedited
Double-Blind Study: A Clinical Trial of Emergency Room Patients,Full
Randomized Controlled Trial: A High-Risk Intervention in Patients with Stage IV Cancer,Full
Retrospective Review of Publicly Available Social Media,Exempt
Educational Impact of University Students,Expedited
Double-Blind Study: A Psychological Stress and Minors with Trauma,Full
Clinical Trial of Prisoners,Full
Non-Invasive Collection: A Educational Impact of Nursing Staff,Expedited
Efficacy of New Drug Minors with Trauma using Longitudinal Physiological Monitoring,Full
Behavioral Observation of University Students,Expedited
Psychological Stress and Emergency Room Patients using Longitudinal Physiological Monitoring,Full
Randomized Controlled Trial: A Invasive Surgery for Prisoners,Full
Behavioral Observation of Healthy Adults using Strength Testing,Expedited
Efficacy of New Drug Emergency Room Patients using Double-Blind Study,Full
Public Observation of Publicly Available Social Media using Historical Archive Review,Exempt
Video Recording Analysis: A Survey of Healthy Adults,Expedited
Psychological Stress and Prisoners using Double-Blind Study,Full
Public Observation of Publicly Available Social Media using Data Mining,Exempt
Analysis of Healthy Adults using Video Recording Analysis,Expedited
High-Risk Intervention in Prisoners,Full
Randomized Controlled Trial: A Psychological Stress and Minors with Trauma,Full
Focus Group on University Students using Non-Invasive Collection,Expedited
Invasive Surgery for Prisoners,Full
Curriculum Evaluation: A Secondary Data Study on Anonymized Medical Records,Exempt
Non-Invasive Collection: A Educational Impact of Office Workers,Expedited
Randomized Controlled Trial: A Psychological Stress and Minors with Trauma,Full
Strength Testing: A Behavioral Observation of University Students,Expedited
Video Recording Analysis: A Analysis of Healthy Adults,Expedited
Analysis of Office Workers using Strength Testing,Expedited
Retrospective Review of Anonymized Medical Records,Exempt
Standardized Testing: A Focus Group on Nursing Staff,Expedited
Survey of Nursing Staff using Non-Invasive Collection,Expedited
Curriculum Evaluation: A Retrospective Review of Anonymized Medical Records,Exempt
Retrospective Review of Publicly Available Social Media using Historical Archive Review,Exempt
Randomized Controlled Trial: A Psychological Stress and Emergency Room Patients,Full
Analysis of University Students using Standardized Testing,Expedited
Survey of Nursing Staff,Expedited
Educational Impact of Nursing Staff,Expedited
Video Recording Analysis: A Analysis of Office Workers,Expedited
Public Observation of Anonymized Medical Records,Exempt
Analysis of Healthy Adults,Expedited
Efficacy of New Drug Patients with Stage IV Cancer,Full
Double-Blind Study: A High-Risk Intervention in Patients with Stage IV Cancer,Full
Secondary Data Study on Standard Educational Practices,Exempt
Educational Impact of Nursing Staff using Standardized Testing,Expedited
Public Observation of Public Records using Curriculum Evaluation,Exempt
Invasive Surgery for Emergency Room Patients,Full
Strength Testing: A Educational Impact of Nursing Staff,Expedited
Focus Group on Office Workers using Non-Invasive Collection,Expedited
Educational Impact of University Students using Standardized Testing,Expedited
Invasive Surgery for Patients with Stage IV Cancer using Randomized Controlled Trial,Full
Retrospective Review of Public Records,Exempt
Efficacy of New Drug Minors with Trauma,Full
Strength Testing: A Analysis of Nursing Staff,Expedited
Focus Group on University Students,Expedited
Non-Invasive Collection: A Analysis of University Students,Expedited
Psychological Stress and Prisoners using Double-Blind Study,Full
De-identified Data Analysis of Public Records,Exempt
Historical Archive Review: A De-identified Data Analysis of Publicly Available Social Media,Exempt
Educational Impact of University Students using Strength Testing,Expedited
Historical Archive Review: A Retrospective Review of Publicly Available Social Media,Exempt
Public Observation of Anonymized Medical Records using Historical Archive Review,Exempt
Historical Archive Review: A Public Observation of Publicly Available Social Media,Exempt
Invasive Surgery for Emergency Room Patients using Double-Blind Study,Full
Data Mining: A Retrospective Review of Public Records,Exempt
Curriculum Evaluation: A Secondary Data Study on Standard Educational Practices,Exempt
Behavioral Observation of Healthy Adults using Non-Invasive Collection,Expedited
Analysis of Nursing Staff,Expedited
Survey of University Students,Expedited
Historical Archive Review: A Secondary Data Study on Public Records,Exempt
Randomized Controlled Trial: A Psychological Stress and Minors with Trauma,Full
Retrospective Review of Public Records using Data Mining,Exempt
Behavioral Observation of Office Workers,Expedited
Educational Impact of University Students,Expedited
De-identified Data Analysis of Anonymized Medical Records,Exempt
Public Observation of Public Records,Exempt
Retrospective Review of Public Records,Exempt
De-identified Data Analysis of Public Records using Data Mining,Exempt
Survey of University Students,Expedited
Behavioral Observation of Office Workers,Expedited
Longitudinal Physiological Monitoring: A Invasive Surgery for Emergency Room Patients,Full
Focus Group on Office Workers,Expedited
Non-Invasive Collection: A Survey of Healthy Adults,Expedited
Focus Group on Nursing Staff,Expedited
Focus Group on University Students using Standardized Testing,Expedited
Double-Blind Study: A High-Risk Intervention in Emergency Room Patients,Full
Double-Blind Study: A Psychological Stress and Patients with Stage IV Cancer,Full
Clinical Trial of Patients with Stage IV Cancer,Full
Retrospective Review of Standard Educational Practices using Historical Archive Review,Exempt
Public Observation of Anonymized Medical Records,Exempt
Secondary Data Study on Anonymized Medical Records,Exempt
Randomized Controlled Trial: A Clinical Trial of Patients with Stage IV Cancer,Full
Psychological Stress and Prisoners using Longitudinal Physiological Monitoring,Full
Survey of Nursing Staff using Strength Testing,Expedited
De-identified Data Analysis of Public Records using Data Mining,Exempt
Public Observation of Public Records,Exempt
De-identified Data Analysis of Public Records,Exempt
Curriculum Evaluation: A Public Observation of Standard Educational Practices,Exempt
De-identified Data Analysis of Publicly Available Social Media using Data Mining,Exempt
Behavioral Observation of Nursing Staff using Video Recording Analysis,Expedited
Strength Testing: A Analysis of Nursing Staff,Expedited
De-identified Data Analysis of Standard Educational Practices,Exempt
Survey of Nursing Staff,Expedited
High-Risk Intervention in Prisoners using Randomized Controlled Trial,Full
Retrospective Review of Standard Educational Practices using Historical Archive Review,Exempt
De-identified Data Analysis of Publicly Available Social Media,Exempt
Randomized Controlled Trial: A Invasive Surgery for Prisoners,Full
Curriculum Evaluation: A De-identified Data Analysis of Public Records,Exempt
Standardized Testing: A Analysis of Office Workers,Expedited
Retrospective Review of Publicly Available Social Media,Exempt
Analysis of Healthy Adults,Expedited
Historical Archive Review: A Secondary Data Study on Standard Educational Practices,Exempt
De-identified Data Analysis of Standard Educational Practices,Exempt
Clinical Trial of Emergency Room Patients,Full
Retrospective Review of Publicly Available Social Media,Exempt
Focus Group on Healthy Adults using Strength Testing,Expedited
Invasive Surgery for Minors with Trauma using Randomized Controlled Trial,Full
De-identified Data Analysis of Publicly Available Social Media,Exempt
Standardized Testing: A Behavioral Observation of Healthy Adults,Expedited
Retrospective Review of Anonymized Medical Records,Exempt
Focus Group on Nursing Staff,Expedited
Survey of University Students,Expedited
Invasive Surgery for Patients with Stage IV Cancer using Double-Blind Study,Full
High-Risk Intervention in Emergency Room Patients,Full
High-Risk Intervention in Emergency Room Patients,Full
De-identified Data Analysis of Standard Educational Practices,Exempt
High-Risk Intervention in Prisoners,Full
Educational Impact of Healthy Adults using Non-Invasive Collection,Expedited
High-Risk Intervention in Minors with Trauma using Randomized Controlled Trial,Full
Behavioral Observation of Nursing Staff,Expedited
Survey of Nursing Staff using Non-Invasive Collection,Expedited
Behavioral Observation of Healthy Adults,Expedited
Efficacy of New Drug Emergency Room Patients using Randomized Controlled Trial,Full
Survey of Office Workers using Non-Invasive Collection,Expedited
Focus Group on Nursing Staff using Video Recording Analysis,Expedited
Analysis of University Students,Expedited
Clinical Trial of Patients with Stage IV Cancer using Randomized Controlled Trial,Full
Psychological Stress and Minors with Trauma using Longitudinal Physiological Monitoring,Full
Public Observation of Publicly Available Social Media,Exempt
Public Observation of Anonymized Medical Records,Exempt
Curriculum Evaluation: A Retrospective Review of Publicly Available Social Media,Exempt
Longitudinal Physiological Monitoring: A Clinical Trial of Minors with Trauma,Full
Focus Group on University Students using Non-Invasive Collection,Expedited
De-identified Data Analysis of Public Records,Exempt
Public Observation of Publicly Available Social Media,Exempt
Psychological Stress and Patients with Stage IV Cancer,Full
Retrospective Review of Publicly Available Social Media,Exempt
Clinical Trial of Emergency Room Patients using Randomized Controlled Trial,Full
Psychological Stress and Prisoners using Longitudinal Physiological Monitoring,Full
Strength Testing: A Focus Group on Healthy Adults,Expedited
Focus Group on Nursing Staff using Strength Testing,Expedited
Psychological Stress and Minors with Trauma,Full
Randomized Controlled Trial: A Efficacy of New Drug Patients with Stage IV Cancer,Full
Behavioral Observation of Healthy Adults using Standardized Testing,Expedited
Focus Group on Nursing Staff using Standardized Testing,Expedited
Historical Archive Review: A Retrospective Review of Public Records,Exempt
De-identified Data Analysis of Anonymized Medical Records,Exempt
Survey of Healthy Adults using Strength Testing,Expedited
Efficacy of New Drug Prisoners using Randomized Controlled Trial,Full
De-identified Data Analysis of Publicly Available Social Media,Exempt
Efficacy of New Drug Patients with Stage IV Cancer,Full
Randomized Controlled Trial: A Efficacy of New Drug Patients with Stage IV Cancer,Full
Data Mining: A Public Observation of Standard Educational Practices,Exempt
Historical Archive Review: A Retrospective Review of Anonymized Medical Records,Exempt
Double-Blind Study: A Psychological Stress and Minors with Trauma,Full
Educational Impact of Office Workers,Expedited
Longitudinal Physiological Monitoring: A Clinical Trial of Patients with Stage IV Cancer,Full
Invasive Surgery for Patients with Stage IV Cancer using Double-Blind Study,Full
Clinical Trial of Emergency Room Patients using Randomized Controlled Trial,Full
Retrospective Review of Public Records using Data Mining,Exempt
Public Observation of Publicly Available Social Media using Data Mining,Exempt
Double-Blind Study: A Invasive Surgery for Prisoners,Full
Data Mining: A Public Observation of Standard Educational Practices,Exempt
Public Observation of Publicly Available Social Media using Historical Archive Review,Exempt
Data Mining: A Secondary Data Study on Anonymized Medical Records,Exempt
Efficacy of New Drug Prisoners using Longitudinal Physiological Monitoring,Full
Clinical Trial of Minors with Trauma,Full
Public Observation of Public Records,Exempt
Video Recording Analysis: A Educational Impact of Nursing Staff,Expedited
Double-Blind Study: A Invasive Surgery for Emergency Room Patients,Full
Double-Blind Study: A Psychological Stress and Minors with Trauma,Full
Longitudinal Physiological Monitoring: A Efficacy of New Drug Prisoners,Full
Efficacy of New Drug Emergency Room Patients using Longitudinal Physiological Monitoring,Full
Retrospective Review of Anonymized Medical Records,Exempt
Focus Group on Office Workers using Non-Invasive Collection,Expedited
Invasive Surgery for Patients with Stage IV Cancer,Full
Video Recording Analysis: A Educational Impact of University Students,Expedited
Behavioral Observation of University Students,Expedited
Double-Blind Study: A Psychological Stress and Prisoners,Full
Survey of Office Workers,Expedited
Public Observation of Public Records,Exempt
Educational Impact of Nursing Staff using Video Recording Analysis,Expedited
Public Observation of Standard Educational Practices using Curriculum Evaluation,Exempt
Focus Group on Office Workers using Video Recording Analysis,Expedited
Randomized Controlled Trial: A Clinical Trial of Prisoners,Full
Invasive Surgery for Minors with Trauma,Full
Educational Impact of Healthy Adults using Standardized Testing,Expedited
Double-Blind Study: A Invasive Surgery for Minors with Trauma,Full
Retrospective Review of Anonymized Medical Records using Curriculum Evaluation,Exempt
Strength Testing: A Educational Impact of Office Workers,Expedited
Educational Impact of Healthy Adults using Non-Invasive Collection,Expedited
Retrospective Review of Public Records using Historical Archive Review,Exempt
De-identified Data Analysis of Publicly Available Social Media using Curriculum Evaluation,Exempt
Data Mining: A Public Observation of Anonymized Medical Records,Exempt
Double-Blind Study: A Efficacy of New Drug Patients with Stage IV Cancer,Full
Public Observation of Anonymized Medical Records using Curriculum Evaluation,Exempt
Double-Blind Study: A Psychological Stress and Emergency Room Patients,Full
Public Observation of Standard Educational Practices,Exempt
Public Observation of Anonymized Medical Records,Exempt
Secondary Data Study on Publicly Available Social Media,Exempt
Public Observation of Standard Educational Practices,Exempt
De-identified Data Analysis of Public Records using Data Mining,Exempt
Survey of Healthy Adults,Expedited
De-identified Data Analysis of Standard Educational Practices,Exempt
Analysis of Office Workers,Expedited
Analysis of University Students using Non-Invasive Collection,Expedited
Retrospective Review of Standard Educational Practices,Exempt
Clinical Trial of Patients with Stage IV Cancer using Longitudinal Physiological Monitoring,Full
Non-Invasive Collection: A Analysis of University Students,Expedited
Focus Group on University Students using Video Recording Analysis,Expedited
Psychological Stress and Minors with Trauma using Longitudinal Physiological Monitoring,Full
Double-Blind Study: A High-Risk Intervention in Patients with Stage IV Cancer,Full
Clinical Trial of Emergency Room Patients using Randomized Controlled Trial,Full
Analysis of Office Workers,Expedited
Randomized Controlled Trial: A Efficacy of New Drug Emergency Room Patients,Full
Historical Archive Review: A Public Observation of Publicly Available Social Media,Exempt
Non-Invasive Collection: A Analysis of Healthy Adults,Expedited
Randomized Controlled Trial: A High-Risk Intervention in Prisoners,Full
Clinical Trial of Minors with Trauma using Double-Blind Study,Full
Focus Group on Office Workers using Standardized Testing,Expedited
Survey of University Students using Non-Invasive Collection,Expedited
De-identified Data Analysis of Standard Educational Practices using Historical Archive Review,Exempt
Secondary Data Study on Publicly Available Social Media,Exempt
Data Mining: A Secondary Data Study on Standard Educational Practices,Exempt
Longitudinal Physiological Monitoring: A High-Risk Intervention in Emergency Room Patients,Full
Double-Blind Study: A High-Risk Intervention in Prisoners,Full
Non-Invasive Collection: A Educational Impact of Office Workers,Expedited
Invasive Surgery for Minors with Trauma,Full
Double-Blind Study: A Clinical Trial of Emergency Room Patients,Full
Public Observation of Standard Educational Practices using Curriculum Evaluation,Exempt
Educational Impact of Office Workers,Expedited
Efficacy of New Drug Minors with Trauma using Longitudinal Physiological Monitoring,Full
Longitudinal Physiological Monitoring: A High-Risk Intervention in Prisoners,Full
Video Recording Analysis: A Focus Group on Nursing Staff,Expedited
De-identified Data Analysis of Public Records,Exempt
Psychological Stress and Emergency Room Patients using Longitudinal Physiological Monitoring,Full
Efficacy of New Drug Emergency Room Patients using Double-Blind Study,Full
Strength Testing: A Focus Group on University Students,Expedited
Longitudinal Physiological Monitoring: A Efficacy of New Drug Minors with Trauma,Full
Curriculum Evaluation: A Secondary Data Study on Public Records,Exempt
Randomized Controlled Trial: A High-Risk Intervention in Prisoners,Full
Public Observation of Standard Educational Practices,Exempt
Public Observation of Public Records using Data Mining,Exempt
Invasive Surgery for Patients with Stage IV Cancer,Full
Standardized Testing: A Educational Impact of Office Workers,Expedited
Retrospective Review of Anonymized Medical Records,Exempt
Video Recording Analysis: A Educational Impact of Office Workers,Expedited
Psychological Stress and Prisoners,Full
Randomized Controlled Trial: A Psychological Stress and Patients with Stage IV Cancer,Full
Data Mining: A Retrospective Review of Anonymized Medical Records,Exempt
Educational Impact of University Students,Expedited
Educational Impact of University Students using Video Recording Analysis,Expedited
Efficacy of New Drug Minors with Trauma using Randomized Controlled Trial,Full
Efficacy of New Drug Emergency Room Patients,Full
Randomized Controlled Trial: A Clinical Trial of Minors with Trauma,Full
Video Recording Analysis: A Behavioral Observation of University Students,Expedited
De-identified Data Analysis of Publicly Available Social Media using Historical Archive Review,Exempt
Survey of Nursing Staff using Video Recording Analysis,Expedited
Survey of Healthy Adults using Video Recording Analysis,Expedited
Survey of Healthy Adults using Standardized Testing,Expedited
Survey of Healthy Adults using Strength Testing,Expedited
Randomized Controlled Trial: A Efficacy of New Drug Emergency Room Patients,Full
Historical Archive Review: A Secondary Data Study on Public Records,Exempt
High-Risk Intervention in Prisoners,Full
Educational Impact of Nursing Staff,Expedited
High-Risk Intervention in Emergency Room Patients using Randomized Controlled Trial,Full
Curriculum Evaluation: A Retrospective Review of Public Records,Exempt
Retrospective Review of Standard Educational Practices using Data Mining,Exempt
Strength Testing: A Focus Group on Healthy Adults,Expedited
Focus Group on University Students using Non-Invasive Collection,Expedited
Retrospective Review of Anonymized Medical Records,Exempt
Secondary Data Study on Publicly Available Social Media,Exempt
Public Observation of Standard Educational Practices using Curriculum Evaluation,Exempt
Public Observation of Standard Educational Practices,Exempt
Secondary Data Study on Public Records using Curriculum Evaluation,Exempt
Longitudinal Physiological Monitoring: A Clinical Trial of Patients with Stage IV Cancer,Full
Analysis of University Students,Expedited
Non-Invasive Collection: A Survey of Office Workers,Expedited
Historical Archive Review: A Secondary Data Study on Public Records,Exempt
Analysis of Office Workers,Expedited
Invasive Surgery for Patients with Stage IV Cancer,Full
Non-Invasive Collection: A Focus Group on Healthy Adults,Expedited
Longitudinal Physiological Monitoring: A Invasive Surgery for Prisoners,Full
Randomized Controlled Trial: A Efficacy of New Drug Emergency Room Patients,Full
Efficacy of New Drug Prisoners using Randomized Controlled Trial,Full
High-Risk Intervention in Minors with Trauma,Full
De-identified Data Analysis of Standard Educational Practices,Exempt
De-identified Data Analysis of Publicly Available Social Media using Curriculum Evaluation,Exempt
High-Risk Intervention in Emergency Room Patients using Double-Blind Study,Full
Survey of Office Workers,Expedited
Clinical Trial of Prisoners using Longitudinal Physiological Monitoring,Full
Analysis of Healthy Adults,Expedited
Survey of Office Workers,Expedited
Data Mining: A Public Observation of Public Records,Exempt
Longitudinal Physiological Monitoring: A High-Risk Intervention in Patients with Stage IV Cancer,Full
Standardized Testing: A Educational Impact of Office Workers,Expedited
Retrospective Review of Anonymized Medical Records,Exempt
Psychological Stress and Prisoners,Full
Video Recording Analysis: A Educational Impact of Nursing Staff,Expedited
Survey of Nursing Staff,Expedited
Strength Testing: A Behavioral Observation of Nursing Staff,Expedited
Analysis of Office Workers,Expedited
High-Risk Intervention in Minors with Trauma using Double-Blind Study,Full
Data Mining: A De-identified Data Analysis of Public Records,Exempt
Psychological Stress and Emergency Room Patients using Double-Blind Study,Full
Efficacy of New Drug Prisoners,Full
Survey of University Students using Strength Testing,Expedited
Retrospective Review of Anonymized Medical Records,Exempt
Survey of Nursing Staff using Strength Testing,Expedited
Randomized Controlled Trial: A High-Risk Intervention in Minors with Trauma,Full
De-identified Data Analysis of Public Records,Exempt
Strength Testing: A Educational Impact of Office Workers,Expedited
Psychological Stress and Patients with Stage IV Cancer,Full
Survey of Nursing Staff,Expedited
Analysis of Office Workers,Expedited
Non-Invasive Collection: A Educational Impact of Nursing Staff,Expedited
Efficacy of New Drug Emergency Room Patients,Full
Double-Blind Study: A Invasive Surgery for Emergency Room Patients,Full
High-Risk Intervention in Prisoners using Randomized Controlled Trial,Full
Historical Archive Review: A De-identified Data Analysis of Anonymized Medical Records,Exempt
De-identified Data Analysis of Publicly Available Social Media,Exempt
Strength Testing: A Behavioral Observation of Nursing Staff,Expedited
High-Risk Intervention in Patients with Stage IV Cancer using Randomized Controlled Trial,Full
Survey of Healthy Adults,Expedited
Longitudinal Physiological Monitoring: A Psychological Stress and Patients with Stage IV Cancer,Full
Secondary Data Study on Anonymized Medical Records,Exempt
Standardized Testing: A Educational Impact of Nursing Staff,Expedited
Survey of Office Workers using Strength Testing,Expedited
Randomized Controlled Trial: A High-Risk Intervention in Minors with Trauma,Full
Invasive Surgery for Prisoners,Full
Historical Archive Review: A Public Observation of Standard Educational Practices,Exempt
Public Observation of Anonymized Medical Records using Data Mining,Exempt
De-identified Data Analysis of Anonymized Medical Records,Exempt
Educational Impact of Office Workers,Expedited
Efficacy of New Drug Patients with Stage IV Cancer using Double-Blind Study,Full
Survey of University Students,Expedited
Psychological Stress and Emergency Room Patients,Full
Historical Archive Review: A Public Observation of Publicly Available Social Media,Exempt
Retrospective Review of Public Records using Historical Archive Review,Exempt
Secondary Data Study on Anonymized Medical Records using Curriculum Evaluation,Exempt
Retrospective Review of Standard Educational Practices,Exempt
Behavioral Observation of University Students using Strength Testing,Expedited
Secondary Data Study on Anonymized Medical Records,Exempt
Analysis of Nursing Staff,Expedited
Public Observation of Publicly Available Social Media using Data Mining,Exempt
Invasive Surgery for Prisoners,Full
Clinical Trial of Prisoners using Longitudinal Physiological Monitoring,Full
Secondary Data Study on Public Records,Exempt
Analysis of Nursing Staff,Expedited
Secondary Data Study on Public Records using Historical Archive Review,Exempt
Historical Archive Review: A Public Observation of Anonymized Medical Records,Exempt
Curriculum Evaluation: A De-identified Data Analysis of Public Records,Exempt
Curriculum Evaluation: A Retrospective Review of Anonymized Medical Records,Exempt
De-identified Data Analysis of Anonymized Medical Records,Exempt
De-identified Data Analysis of Public Records using Data Mining,Exempt
Standardized Testing: A Analysis of Office Workers,Expedited
Efficacy of New Drug Patients with Stage IV Cancer,Full
Clinical Trial of Prisoners,Full
Analysis of University Students,Expedited
Invasive Surgery for Minors with Trauma using Double-Blind Study,Full
Clinical Trial of Prisoners,Full
Standardized Testing: A Survey of Healthy Adults,Expedited
High-Risk Intervention in Prisoners using Double-Blind Study,Full
Video Recording Analysis: A Focus Group on Healthy Adults,Expedited
Analysis of Office Workers using Strength Testing,Expedited
Survey of University Students,Expedited
Clinical Trial of Patients with Stage IV Cancer using Longitudinal Physiological Monitoring,Full
Behavioral Observation of Healthy Adults,Expedited
Non-Invasive Collection: A Educational Impact of University Students,Expedited
Clinical Trial of Minors with Trauma,Full
Longitudinal Physiological Monitoring: A Psychological Stress and Prisoners,Full
Educational Impact of Nursing Staff using Video Recording Analysis,Expedited
Survey of Nursing Staff,Expedited
Secondary Data Study on Standard Educational Practices,Exempt
Behavioral Observation of Healthy Adults,Expedited
De-identified Data Analysis of Publicly Available Social Media using Curriculum Evaluation,Exempt
Retrospective Review of Standard Educational Practices,Exempt
Focus Group on Office Workers,Expedited
Invasive Surgery for Minors with Trauma,Full
Public Observation of Public Records,Exempt
Retrospective Review of Publicly Available Social Media using Historical Archive Review,Exempt
Secondary Data Study on Publicly Available Social Media using Historical Archive Review,Exempt
Psychological Stress and Patients with Stage IV Cancer,Full
Clinical Trial of Emergency Room Patients,Full
Randomized Controlled Trial: A High-Risk Intervention in Minors with Trauma,Full
Strength Testing: A Focus Group on Office Workers,Expedited
Secondary Data Study on Public Records,Exempt
Curriculum Evaluation: A De-identified Data Analysis of Anonymized Medical Records,Exempt
Historical Archive Review: A Secondary Data Study on Public Records,Exempt
Data Mining: A Secondary Data Study on Standard Educational Practices,Exempt
High-Risk Intervention in Prisoners using Randomized Controlled Trial,Full
Clinical Trial of Patients with Stage IV Cancer using Longitudinal Physiological Monitoring,Full
Behavioral Observation of Healthy Adults using Video Recording Analysis,Expedited
Non-Invasive Collection: A Behavioral Observation of Nursing Staff,Expedited
Psychological Stress and Patients with Stage IV Cancer using Longitudinal Physiological Monitoring,Full
Clinical Trial of Patients with Stage IV Cancer,Full
Public Observation of Publicly Available Social Media,Exempt
De-identified Data Analysis of Public Records using Curriculum Evaluation,Exempt
De-identified Data Analysis of Publicly Available Social Media using Historical Archive Review,Exempt
Survey of Healthy Adults,Expedited
Data Mining: A De-identified Data Analysis of Anonymized Medical Records,Exempt
Non-Invasive Collection: A Educational Impact of University Students,Expedited
De-identified Data Analysis of Public Records,Exempt
Randomized Controlled Trial: A Invasive Surgery for Emergency Room Patients,Full
Efficacy of New Drug Patients with Stage IV Cancer using Double-Blind Study,Full
Randomized Controlled Trial: A Efficacy of New Drug Emergency Room Patients,Full
Educational Impact of University Students using Standardized Testing,Expedited
Standardized Testing: A Analysis of Healthy Adults,Expedited
Standardized Testing: A Behavioral Observation of Nursing Staff,Expedited
Psychological Stress and Emergency Room Patients,Full
Clinical Trial of Emergency Room Patients using Longitudinal Physiological Monitoring,Full
De-identified Data Analysis of Public Records using Historical Archive Review,Exempt
Data Mining: A De-identified Data Analysis of Public Records,Exempt
Secondary Data Study on Anonymized Medical Records using Historical Archive Review,Exempt
High-Risk Intervention in Minors with Trauma,Full
Video Recording Analysis: A Focus Group on Healthy Adults,Expedited
Strength Testing: A Educational Impact of University Students,Expedited
Educational Impact of Healthy Adults using Non-Invasive Collection,Expedited
Data Mining: A De-identified Data Analysis of Standard Educational Practices,Exempt
Analysis of Office Workers,Expedited
High-Risk Intervention in Emergency Room Patients using Longitudinal Physiological Monitoring,Full
Data Mining: A Retrospective Review of Anonymized Medical Records,Exempt
Focus Group on Healthy Adults using Video Recording Analysis,Expedited
Retrospective Review of Publicly Available Social Media,Exempt
Educational Impact of University Students using Video Recording Analysis,Expedited
Educational Impact of University Students,Expedited
Secondary Data Study on Standard Educational Practices using Curriculum Evaluation,Exempt
Survey of University Students,Expedited
Efficacy of New Drug Minors with Trauma using Double-Blind Study,Full
Psychological Stress and Emergency Room Patients using Randomized Controlled Trial,Full
De-identified Data Analysis of Standard Educational Practices using Historical Archive Review,Exempt
Focus Group on Nursing Staff,Expedited
Retrospective Review of Publicly Available Social Media using Curriculum Evaluation,Exempt
Retrospective Review of Standard Educational Practices,Exempt
Psychological Stress and Emergency Room Patients,Full
Educational Impact of Healthy Adults,Expedited
Double-Blind Study: A Psychological Stress and Prisoners,Full
Longitudinal Physiological Monitoring: A Psychological Stress and Minors with Trauma,Full
Efficacy of New Drug Prisoners,Full
Secondary Data Study on Standard Educational Practices,Exempt
Invasive Surgery for Emergency Room Patients using Double-Blind Study,Full
Educational Impact of University Students using Standardized Testing,Expedited
Educational Impact of Nursing Staff using Standardized Testing,Expedited
Double-Blind Study: A Efficacy of New Drug Prisoners,Full
Psychological Stress and Emergency Room Patients,Full
Behavioral Observation of Nursing Staff using Non-Invasive Collection,Expedited
Educational Impact of Office Workers,Expedited
Retrospective Review of Anonymized Medical Records using Data Mining,Exempt
Data Mining: A Secondary Data Study on Public Records,Exempt
Data Mining: A Retrospective Review of Anonymized Medical Records,Exempt
Invasive Surgery for Emergency Room Patients using Longitudinal Physiological Monitoring,Full
Secondary Data Study on Standard Educational Practices using Curriculum Evaluation,Exempt
Analysis of Nursing Staff using Standardized Testing,Expedited
Efficacy of New Drug Prisoners,Full
Longitudinal Physiological Monitoring: A Clinical Trial of Minors with Trauma,Full
Historical Archive Review: A Secondary Data Study on Anonymized Medical Records,Exempt
De-identified Data Analysis of Publicly Available Social Media using Historical Archive Review,Exempt
Behavioral Observation of University Students using Video Recording Analysis,Expedited
Behavioral Observation of Office Workers,Expedited
Randomized Controlled Trial: A Clinical Trial of Minors with Trauma,Full
Clinical Trial of Prisoners,Full
Efficacy of New Drug Prisoners using Randomized Controlled Trial,Full
Retrospective Review of Public Records using Curriculum Evaluation,Exempt
Survey of Healthy Adults,Expedited
Standardized Testing: A Analysis of University Students,Expedited
Clinical Trial of Patients with Stage IV Cancer using Longitudinal Physiological Monitoring,Full
Longitudinal Physiological Monitoring: A High-Risk Intervention in Emergency Room Patients,Full
Secondary Data Study on Anonymized Medical Records,Exempt
Psychological Stress and Minors with Trauma,Full
Public Observation of Public Records,Exempt
Analysis of Nursing Staff using Non-Invasive Collection,Expedited
Educational Impact of Healthy Adults using Non-Invasive Collection,Expedited
Data Mining: A Public Observation of Public Records,Exempt
Curriculum Evaluation: A De-identified Data Analysis of Public Records,Exempt
Double-Blind Study: A High-Risk Intervention in Patients with Stage IV Cancer,Full
Efficacy of New Drug Patients with Stage IV Cancer,Full
Strength Testing: A Analysis of Nursing Staff,Expedited
High-Risk Intervention in Minors with Trauma,Full
De-identified Data Analysis of Anonymized Medical Records,Exempt
Data Mining: A Public Observation of Public Records,Exempt
Retrospective Review of Standard Educational Practices,Exempt
Survey of Office Workers,Expedited
Non-Invasive Collection: A Educational Impact of University Students,Expedited
Retrospective Review of Publicly Available Social Media,Exempt
De-identified Data Analysis of Publicly Available Social Media,Exempt
Historical Archive Review: A Retrospective Review of Publicly Available Social Media,Exempt
Focus Group on Healthy Adults,Expedited
De-identified Data Analysis of Publicly Available Social Media using Curriculum Evaluation,Exempt
High-Risk Intervention in Prisoners,Full
Analysis of University Students,Expedited
Strength Testing: A Analysis of Healthy Adults,Expedited
Focus Group on Nursing Staff using Video Recording Analysis,Expedited
Secondary Data Study on Public Records,Exempt
Retrospective Review of Publicly Available Social Media,Exempt
Analysis of University Students using Standardized Testing,Expedited
