text,label
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 480 subjects involved.",Expedited
Research involving intentional deception of participants regarding physical safety. This study aims to... 430 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. This study aims to... 24 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 174 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. The primary objective is... 95 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 394 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. This study aims to... 276 subjects involved.,Exempt
Analysis of existing public datasets regarding census information. The primary objective is... 388 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. This study aims to... 374 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 227 subjects involved.,Exempt
Analysis of existing public datasets regarding census information. This study aims to... 272 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 487 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 122 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 10 subjects involved.,Full Board
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Data will be collected via... 35 subjects involved.",Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. This study aims to... 409 subjects involved.,Expedited
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 103 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 128 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 374 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 260 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Data will be collected via... 412 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 438 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 152 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 106 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 70 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 380 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. The primary objective is... 21 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. This study aims to... 86 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 141 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. Data will be collected via... 384 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. This study aims to... 59 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 401 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. This study aims to... 478 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 386 subjects involved.,Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Participants will be asked to... 478 subjects involved.",Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 45 subjects involved.,Expedited
Study on the psychological impact of past trauma in children under 10. This study aims to... 195 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 145 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 285 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 74 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. This study aims to... 429 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 256 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 79 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. The primary objective is... 314 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 303 subjects involved.,Full Board
Study on the psychological impact of past trauma in children under 10. Data will be collected via... 138 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. This study aims to... 115 subjects involved.,Full Board
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 471 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. Participants will be asked to... 100 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 104 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 338 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 269 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 17 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 175 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 312 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. Data will be collected via... 467 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. This study aims to... 276 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 285 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. This study aims to... 285 subjects involved.,Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 232 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. Data will be collected via... 40 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. The primary objective is... 235 subjects involved.,Expedited
Research involving intentional deception of participants regarding physical safety. Data will be collected via... 250 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 339 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. The primary objective is... 453 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 316 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 315 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 97 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 449 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. This study aims to... 309 subjects involved.,Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 276 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. Participants will be asked to... 337 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 140 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 54 subjects involved.",Expedited
Surveying active drug users about illegal activities with identifiable data collection. This study aims to... 479 subjects involved.,Full Board
Research involving interviews with incarcerated individuals about prison conditions. The primary objective is... 397 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 273 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 310 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 64 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 60 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. Data will be collected via... 409 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 266 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. The primary objective is... 287 subjects involved.,Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. The primary objective is... 127 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. This study aims to... 238 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 398 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 383 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. The primary objective is... 337 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 430 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 195 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. This study aims to... 143 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. Data will be collected via... 174 subjects involved.,Exempt
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 158 subjects involved.,Expedited
Study on the psychological impact of past trauma in children under 10. The primary objective is... 269 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 326 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 471 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. Participants will be asked to... 262 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. Data will be collected via... 226 subjects involved.,Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 74 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 55 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. Participants will be asked to... 268 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 78 subjects involved.,Expedited
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 172 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Data will be collected via... 79 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 384 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 410 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. The primary objective is... 495 subjects involved.,Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 394 subjects involved.",Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. Data will be collected via... 75 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. Data will be collected via... 468 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. This study aims to... 22 subjects involved.,Full Board
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 74 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 14 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 172 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 304 subjects involved.,Exempt
Analysis of existing public datasets regarding census information. Data will be collected via... 376 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Participants will be asked to... 307 subjects involved.",Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 481 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 272 subjects involved.,Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 240 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 87 subjects involved.,Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. The primary objective is... 465 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. The primary objective is... 485 subjects involved.",Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 188 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. The primary objective is... 147 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. The primary objective is... 413 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. This study aims to... 389 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. The primary objective is... 254 subjects involved.,Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 370 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 172 subjects involved.,Exempt
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 234 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. Data will be collected via... 41 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. Participants will be asked to... 217 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 139 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 279 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 186 subjects involved.,Expedited
Research involving intentional deception of participants regarding physical safety. The primary objective is... 248 subjects involved.,Full Board
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 473 subjects involved.",Expedited
Analysis of existing public datasets regarding census information. This study aims to... 245 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 402 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. Participants will be asked to... 260 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 302 subjects involved.,Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 43 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. This study aims to... 473 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 199 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. The primary objective is... 265 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. The primary objective is... 191 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 389 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 180 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 409 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. This study aims to... 190 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 492 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 473 subjects involved.,Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 410 subjects involved.",Expedited
Analysis of existing public datasets regarding census information. Data will be collected via... 146 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 137 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 27 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 40 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 356 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. This study aims to... 191 subjects involved.,Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 94 subjects involved.",Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 351 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 117 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 125 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 479 subjects involved.,Exempt
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 393 subjects involved.,Exempt
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 239 subjects involved.,Exempt
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 78 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 50 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. Data will be collected via... 377 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 371 subjects involved.,Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 432 subjects involved.,Exempt
Analysis of existing public datasets regarding census information. Data will be collected via... 499 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 17 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 296 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. The primary objective is... 46 subjects involved.,Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 285 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 241 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. This study aims to... 481 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 495 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. Data will be collected via... 265 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 466 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. This study aims to... 263 subjects involved.,Exempt
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 50 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. Data will be collected via... 206 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 120 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. The primary objective is... 87 subjects involved.",Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 359 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 480 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 143 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 72 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. This study aims to... 164 subjects involved.,Expedited
Research involving intentional deception of participants regarding physical safety. Participants will be asked to... 229 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. This study aims to... 434 subjects involved.,Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 162 subjects involved.",Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 283 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. The primary objective is... 28 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 432 subjects involved.",Expedited
Analysis of existing public datasets regarding census information. Participants will be asked to... 341 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 49 subjects involved.,Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 324 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. This study aims to... 126 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 98 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. This study aims to... 293 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 183 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. The primary objective is... 42 subjects involved.,Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Participants will be asked to... 357 subjects involved.",Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Data will be collected via... 488 subjects involved.",Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 414 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 299 subjects involved.,Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 286 subjects involved.,Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 314 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 363 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 435 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. This study aims to... 399 subjects involved.,Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. Participants will be asked to... 417 subjects involved.,Exempt
Analysis of existing public datasets regarding census information. Participants will be asked to... 227 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 148 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. The primary objective is... 234 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 369 subjects involved.,Expedited
Research involving intentional deception of participants regarding physical safety. This study aims to... 254 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. Data will be collected via... 99 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 227 subjects involved.,Full Board
Study on the psychological impact of past trauma in children under 10. This study aims to... 173 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 233 subjects involved.,Expedited
Study on the psychological impact of past trauma in children under 10. The primary objective is... 463 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 136 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Data will be collected via... 244 subjects involved.",Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. The primary objective is... 334 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 304 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 335 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 324 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 467 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 433 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 254 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Data will be collected via... 366 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. The primary objective is... 33 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 327 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 299 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 292 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. Participants will be asked to... 279 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. The primary objective is... 200 subjects involved.,Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 455 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 402 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. Data will be collected via... 111 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. The primary objective is... 227 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. The primary objective is... 296 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. The primary objective is... 494 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 242 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. This study aims to... 320 subjects involved.,Expedited
Study on the psychological impact of past trauma in children under 10. Data will be collected via... 123 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. The primary objective is... 363 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 246 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 373 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. Data will be collected via... 283 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 228 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. This study aims to... 141 subjects involved.,Full Board
Research involving interviews with incarcerated individuals about prison conditions. The primary objective is... 142 subjects involved.,Full Board
Research involving interviews with incarcerated individuals about prison conditions. Data will be collected via... 374 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. Participants will be asked to... 261 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. This study aims to... 104 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. The primary objective is... 108 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. Participants will be asked to... 418 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 134 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 86 subjects involved.,Exempt
Research involving interviews with incarcerated individuals about prison conditions. Data will be collected via... 204 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. Data will be collected via... 72 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Participants will be asked to... 127 subjects involved.",Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 166 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 71 subjects involved.,Expedited
Study on the psychological impact of past trauma in children under 10. This study aims to... 59 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 316 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 25 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. This study aims to... 365 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 238 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. Participants will be asked to... 101 subjects involved.,Exempt
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 352 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 431 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. Data will be collected via... 421 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. The primary objective is... 428 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 290 subjects involved.,Expedited
Research involving intentional deception of participants regarding physical safety. The primary objective is... 236 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 26 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 44 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 170 subjects involved.,Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 377 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 216 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. Participants will be asked to... 328 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 210 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. The primary objective is... 399 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 450 subjects involved.,Expedited
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 223 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. The primary objective is... 417 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 255 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. The primary objective is... 353 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. This study aims to... 329 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. Data will be collected via... 215 subjects involved.,Full Board
